BETA	MAF	P	study	gene
-0.1442	0.06223	1.762e-40	MTAG 5e-8	no
-0.0347	0.247	3.871e-08	MTAG 5e-8	no
0.0362	0.1681	3.322e-08	MTAG 5e-8	no
0.0337	0.2313	4.69e-08	MTAG 5e-8	no
0.0374	0.3343	1.622e-12	MTAG 5e-8	no
-0.1136	0.1963	6.586e-15	MTAG 5e-8	no
0.0607	0.1536	8.43e-19	MTAG 5e-8	no
-0.0443	0.168	5.434e-12	MTAG 5e-8	no
-0.3442	0.005057	8.122e-09	MTAG 5e-8	no
-0.0415	0.1582	4.312e-10	MTAG 5e-8	no
-0.0606	0.1537	1.068e-18	MTAG 5e-8	no
-0.0434	0.488	3.084e-18	MTAG 5e-8	no
0.0383	0.1593	5.13e-09	MTAG 5e-8	no
-0.0614	0.154	2.529e-19	MTAG 5e-8	no
-0.0708	0.08374	4.133e-12	MTAG 5e-8	no
0.0637	0.1521	1.145e-10	MTAG 5e-8	no
-0.0777	0.04749	8.703e-10	MTAG 5e-8	no
0.0533	0.1372	9.996e-12	MTAG 5e-8	no
-0.1098	0.02055	1.776e-09	MTAG 5e-8	no
-0.0604	0.1537	1.277e-18	MTAG 5e-8	no
0.0399	0.1494	5.202e-10	MTAG 5e-8	no
0.107	0.02823	9.598e-11	MTAG 5e-8	no
-0.0964	0.04315	3.183e-13	MTAG 5e-8	no
-0.0507	0.1806	3.184e-15	MTAG 5e-8	no
-0.063	0.1536	8.579e-12	MTAG 5e-8	no
-0.0596	0.2429	2.691e-20	MTAG 5e-8	no
-0.113	0.03221	9.883e-09	MTAG 5e-8	no
-0.0408	0.3091	1.21e-14	MTAG 5e-8	no
0.0534	0.1596	7.098e-18	MTAG 5e-8	no
-0.0306	0.4591	1.493e-09	MTAG 5e-8	no
-0.0427	0.1591	1.273e-10	MTAG 5e-8	no
0.0305	0.2555	2.733e-08	MTAG 5e-8	no
0.0369	0.3876	2.403e-13	MTAG 5e-8	no
-0.0645	0.07694	4.994e-11	MTAG 5e-8	no
-0.0437	0.3769	3.353e-18	MTAG 5e-8	no
0.0696	0.3815	2.364e-42	MTAG 5e-8	no
-0.051	0.2375	5.306e-18	MTAG 5e-8	no
-0.0607	0.1538	1.162e-18	MTAG 5e-8	no
0.036	0.2295	2.326e-10	MTAG 5e-8	no
-0.04	0.3228	3.353e-14	MTAG 5e-8	no
0.0303	0.4394	5.432e-10	MTAG 5e-8	no
0.0425	0.1625	4.971e-08	MTAG 5e-8	no
0.0729	0.2106	4.683e-10	MTAG 5e-8	no
-0.0786	0.08203	3.736e-18	MTAG 5e-8	no
0.0606	0.1636	7.641e-19	MTAG 5e-8	no
0.0409	0.1657	1.854e-09	MTAG 5e-8	no
0.0603	0.1536	1.554e-18	MTAG 5e-8	no
-0.0381	0.2348	6.035e-10	MTAG 5e-8	no
-0.0379	0.328	5.578e-11	MTAG 5e-8	no
0.0454	0.1087	1.915e-08	MTAG 5e-8	no
0.0593	0.431	4.734e-34	MTAG 5e-8	no
0.0414	0.1585	3.984e-10	MTAG 5e-8	no
0.0612	0.07555	4.621e-10	MTAG 5e-8	no
0.038	0.496	2.309e-14	MTAG 5e-8	no
-0.0553	0.2723	3.484e-25	MTAG 5e-8	no
-0.0501	0.3434	1.056e-21	MTAG 5e-8	no
0.0605	0.3193	4.241e-32	MTAG 5e-8	no
-0.0397	0.3047	5.77e-14	MTAG 5e-8	no
-0.039	0.18	2.028e-09	MTAG 5e-8	no
0.0466	0.1686	1.907e-12	MTAG 5e-8	no
-0.0453	0.3379	9.077e-17	MTAG 5e-8	no
-0.0671	0.1488	2.367e-12	MTAG 5e-8	no
-0.0398	0.1935	1.071e-10	MTAG 5e-8	no
0.0607	0.1537	9.347e-19	MTAG 5e-8	no
0.0499	0.3599	5.656e-22	MTAG 5e-8	no
0.0299	0.4131	8.882e-09	MTAG 5e-8	no
0.0577	0.1538	2.97e-18	MTAG 5e-8	no
0.0376	0.2553	1.373e-11	MTAG 5e-8	no
0.0603	0.357	2.247e-09	MTAG 5e-8	no
-0.0582	0.1541	1.044e-17	MTAG 5e-8	no
0.0404	0.2418	5.443e-12	MTAG 5e-8	no
0.0664	0.2407	2.298e-23	MTAG 5e-8	no
-0.0528	0.3824	7.68e-24	MTAG 5e-8	no
-0.0376	0.4989	1.2e-14	MTAG 5e-8	no
-0.0372	0.1343	4.617e-08	MTAG 5e-8	no
0.0605	0.1538	1.135e-18	MTAG 5e-8	no
-0.0423	0.2148	1.244e-12	MTAG 5e-8	no
0.0476	0.3351	5.655e-21	MTAG 5e-8	no
-0.0458	0.3205	2.482e-18	MTAG 5e-8	no
0.0316	0.4973	3.913e-10	MTAG 5e-8	no
0.0295	0.3642	9.737e-09	MTAG 5e-8	no
0.067	0.1446	8.972e-23	MTAG 5e-8	no
-0.0468	0.329	3.126e-10	MTAG 5e-8	no
0.1052	0.03253	3.824e-13	MTAG 5e-8	no
-0.0775	0.07472	1.107e-11	MTAG 5e-8	no
0.034	0.4409	7.582e-12	MTAG 5e-8	no
-0.0672	0.1481	2.321e-12	MTAG 5e-8	no
-0.0604	0.1537	1.361e-18	MTAG 5e-8	no
0.0476	0.335	5.987e-21	MTAG 5e-8	no
-0.0695	0.1907	1.882e-09	MTAG 5e-8	no
-0.0573	0.4307	1.13e-31	MTAG 5e-8	no
-0.1432	0.4887	6.5e-124	MTAG 5e-8	no
0.0864	0.108	4.251e-27	MTAG 5e-8	no
0.0278	0.462	3.171e-08	MTAG 5e-8	no
-0.0735	0.06666	1.154e-13	MTAG 5e-8	no
-0.0266	0.4208	4.92e-08	MTAG 5e-8	no
0.0364	0.2127	9.917e-10	MTAG 5e-8	no
-0.0305	0.2949	1.072e-08	MTAG 5e-8	no
0.0354	0.323	4.248e-09	MTAG 5e-8	no
0.0298	0.2647	4.371e-08	MTAG 5e-8	no
-0.0354	0.37	1.216e-12	MTAG 5e-8	no
-0.0624	0.06412	5.198e-10	MTAG 5e-8	no
0.0376	0.2151	1.824e-10	MTAG 5e-8	no
0.0343	0.497	2.262e-12	MTAG 5e-8	no
0.0392	0.1621	2.191e-09	MTAG 5e-8	no
-0.0849	0.06528	1.371e-18	MTAG 5e-8	no
0.0454	0.2247	5.491e-15	MTAG 5e-8	no
-0.034	0.454	3.525e-10	MTAG 5e-8	no
0.0674	0.3917	1.02e-40	MTAG 5e-8	no
-0.0387	0.324	7.934e-14	MTAG 5e-8	no
-0.0303	0.2965	7.027e-09	MTAG 5e-8	no
-0.0361	0.2132	1.912e-09	MTAG 5e-8	no
0.0607	0.1538	1.108e-18	MTAG 5e-8	no
0.0471	0.07754	1.759e-08	MTAG 5e-8	no
0.032	0.462	5.628e-11	MTAG 5e-8	no
0.0398	0.2248	3.109e-10	MTAG 5e-8	no
0.0485	0.2051	1.746e-13	MTAG 5e-8	no
0.0365	0.4847	2.126e-12	MTAG 5e-8	no
-0.0547	0.1542	6.465e-16	MTAG 5e-8	no
-0.0823	0.1294	4.736e-29	MTAG 5e-8	no
-0.1047	0.03291	1.342e-13	MTAG 5e-8	no
-0.0286	0.3382	1.431e-08	MTAG 5e-8	no
0.0884	0.2454	1.296e-52	MTAG 5e-8	no
0.0417	0.179	2.924e-10	MTAG 5e-8	no
0.0637	0.1146	3.86e-15	MTAG 5e-8	no
0.0509	0.4025	4.17e-21	MTAG 5e-8	no
-0.0609	0.07641	7.059e-12	MTAG 5e-8	no
0.0587	0.09699	8.467e-12	MTAG 5e-8	no
-0.0352	0.4224	3.623e-12	MTAG 5e-8	no
-0.0311	0.2755	4.307e-08	MTAG 5e-8	no
0.0376	0.3343	1.096e-12	MTAG 5e-8	no
-0.0759	0.1215	4.64e-23	MTAG 5e-8	no
0.094	0.04055	2.815e-11	MTAG 5e-8	no
-0.0532	0.09535	4.231e-09	MTAG 5e-8	no
0.0463	0.4602	7.064e-14	MTAG 5e-8	no
0.0628	0.2825	1.552e-30	MTAG 5e-8	no
-0.0974	0.1214	4.072e-26	MTAG 5e-8	no
0.0336	0.3758	2.824e-11	MTAG 5e-8	no
0.0442	0.4511	2.028e-18	MTAG 5e-8	no
0.0379	0.2865	7.874e-13	MTAG 5e-8	no
-0.0358	0.1958	4.591e-09	MTAG 5e-8	no
0.0452	0.1699	3.924e-12	MTAG 5e-8	no
-0.0693	0.06967	4.694e-13	MTAG 5e-8	no
0.0496	0.3459	6.148e-22	MTAG 5e-8	no
-0.2962	0.006706	1.638e-09	MTAG 5e-8	no
0.0326	0.346	5.155e-10	MTAG 5e-8	no
-0.0362	0.1932	5.928e-09	MTAG 5e-8	no
-0.0612	0.1176	3.976e-08	MTAG 5e-8	no
-0.0499	0.1861	5.114e-15	MTAG 5e-8	no
-0.0334	0.4514	1.072e-11	MTAG 5e-8	no
0.0308	0.2826	1.781e-08	MTAG 5e-8	no
-0.0424	0.2114	4.283e-13	MTAG 5e-8	no
0.0634	0.4887	2.434e-38	MTAG 5e-8	no
-0.0881	0.2475	1.847e-52	MTAG 5e-8	no
0.0754	0.495	1.064e-54	MTAG 5e-8	no
0.0332	0.453	5.426e-11	MTAG 5e-8	no
0.0328	0.3944	6.166e-11	MTAG 5e-8	no
-0.0571	0.1485	4.619e-16	MTAG 5e-8	no
0.0487	0.1488	2.943e-13	MTAG 5e-8	no
-0.0689	0.3761	1.088e-42	MTAG 5e-8	no
-0.0589	0.1018	2.152e-11	MTAG 5e-8	no
0.0308	0.362	2.71e-09	MTAG 5e-8	no
-0.0362	0.3399	3.941e-12	MTAG 5e-8	no
-0.0417	0.1416	1.587e-08	MTAG 5e-8	no
-0.0598	0.253	1.465e-25	MTAG 5e-8	no
-0.0444	0.2852	4.82e-16	MTAG 5e-8	no
0.0302	0.41	8.83e-10	MTAG 5e-8	no
-0.0428	0.1513	1.772e-09	MTAG 5e-8	no
0.0927	0.03036	2.925e-08	MTAG 5e-8	no
-0.0712	0.1272	8.603e-20	MTAG 5e-8	no
0.0366	0.2973	3.414e-10	MTAG 5e-8	no
-0.0317	0.2805	6.895e-09	MTAG 5e-8	no
0.0309	0.2325	1.85e-08	MTAG 5e-8	no
0.0929	0.04289	5.086e-11	MTAG 5e-8	no
0.0567	0.1344	3.884e-14	MTAG 5e-8	no
-0.0805	0.05121	7.368e-12	MTAG 5e-8	no
-0.0601	0.1765	1.999e-18	MTAG 5e-8	no
-0.0609	0.4489	1.974e-25	MTAG 5e-8	no
-0.0379	0.4986	9.065e-14	MTAG 5e-8	no
-0.0727	0.1824	1.827e-28	MTAG 5e-8	no
0.0308	0.486	9.027e-10	MTAG 5e-8	no
-0.043	0.1839	2.152e-08	MTAG 5e-8	no
-0.0591	0.272	2.703e-26	MTAG 5e-8	no
-0.0349	0.2029	1.36e-08	MTAG 5e-8	no
-0.0309	0.3689	1.752e-09	MTAG 5e-8	no
0.0377	0.4133	4.092e-14	MTAG 5e-8	no
-0.0318	0.3361	3.568e-09	MTAG 5e-8	no
-0.05	0.3339	2.804e-22	MTAG 5e-8	no
-0.0357	0.292	2.487e-11	MTAG 5e-8	no
-0.0374	0.289	4.678e-12	MTAG 5e-8	no
-0.0463	0.2733	4.791e-17	MTAG 5e-8	no
-0.041	0.1656	1.532e-09	MTAG 5e-8	no
-0.0545	0.4233	1.49e-27	MTAG 5e-8	no
0.032	0.2826	8.312e-09	MTAG 5e-8	no
-0.0364	0.3482	1.295e-12	MTAG 5e-8	no
0.0612	0.1538	3.783e-19	MTAG 5e-8	no
-0.053	0.4502	9.392e-26	MTAG 5e-8	no
-0.0548	0.09415	1.677e-11	MTAG 5e-8	no
0.0694	0.1835	1.794e-08	MTAG 5e-8	no
0.061	0.1535	7.057e-19	MTAG 5e-8	no
-0.0374	0.4258	1.265e-13	MTAG 5e-8	no
0.0685	0.1858	4.209e-09	MTAG 5e-8	no
-0.0789	0.0441	6.369e-09	MTAG 5e-8	no
0.0769	0.04936	4.007e-10	MTAG 5e-8	no
0.0294	0.4041	7.911e-09	MTAG 5e-8	no
0.0358	0.2074	7.29e-09	MTAG 5e-8	no
-0.03	0.346	4.825e-09	MTAG 5e-8	no
-0.0456	0.1132	2.066e-08	MTAG 5e-8	no
-0.0301	0.2746	2.772e-08	MTAG 5e-8	no
-0.0408	0.1524	1.528e-08	MTAG 5e-8	no
-0.0538	0.301	4.299e-25	MTAG 5e-8	no
0.059	0.1369	1.246e-08	MTAG 5e-8	no
-0.0352	0.2114	6.81e-09	MTAG 5e-8	no
-0.0605	0.1538	1.205e-18	MTAG 5e-8	no
-0.0317	0.2354	1.715e-08	MTAG 5e-8	no
-0.0272	0.4427	2.992e-08	MTAG 5e-8	no
-0.055	0.08417	3.35e-10	MTAG 5e-8	no
0.1047	0.03227	7.153e-13	MTAG 5e-8	no
-0.1436	0.4888	1.4e-124	MTAG 5e-8	no
0.0308	0.4953	4.473e-10	MTAG 5e-8	no
-0.0728	0.2868	6.095e-37	MTAG 5e-8	no
-0.0384	0.4721	2.352e-10	MTAG 5e-8	no
-0.0305	0.2944	7.102e-09	MTAG 5e-8	no
0.0296	0.3996	6.046e-09	MTAG 5e-8	no
0.0635	0.1539	2.878e-12	MTAG 5e-8	no
-0.0296	0.4786	2.295e-09	MTAG 5e-8	no
-0.0587	0.1541	7.155e-18	MTAG 5e-8	no
-0.0512	0.2907	1.071e-22	MTAG 5e-8	no
0.0313	0.4756	8.854e-10	MTAG 5e-8	no
-0.0607	0.1899	1.132e-21	MTAG 5e-8	no
-0.0402	0.3547	2.17e-13	MTAG 5e-8	no
-0.052	0.1382	2.012e-13	MTAG 5e-8	no
-0.0368	0.3184	1.193e-12	MTAG 5e-8	no
0.0368	0.2547	3.02e-10	MTAG 5e-8	no
0.0354	0.2009	3.151e-09	MTAG 5e-8	no
0.0707	0.163	4.19e-08	MTAG 5e-8	no
0.0355	0.2199	4.266e-10	MTAG 5e-8	no
-0.0516	0.1204	4.373e-11	MTAG 5e-8	no
-0.03	0.427	1.022e-09	MTAG 5e-8	no
0.0811	0.4044	2.15e-42	MTAG 5e-8	no
0.0292	0.4847	6.52e-09	MTAG 5e-8	no
0.0604	0.1536	1.45e-18	MTAG 5e-8	no
-0.0489	0.389	1.357e-22	MTAG 5e-8	no
0.1444	0.06219	1.506e-40	MTAG 5e-8	no
0.0526	0.1198	5.291e-09	MTAG 5e-8	no
-0.0439	0.3034	5.608e-15	MTAG 5e-8	no
-0.0686	0.1861	4.392e-09	MTAG 5e-8	no
0.0307	0.2974	4.852e-08	MTAG 5e-8	no
-0.0283	0.3967	2.783e-08	MTAG 5e-8	no
-0.0344	0.3153	1.397e-10	MTAG 5e-8	no
0.0669	0.1898	1.111e-24	MTAG 5e-8	no
-0.036	0.2756	3.958e-10	MTAG 5e-8	no
0.1131	0.02024	9.007e-10	MTAG 5e-8	no
0.0662	0.1461	5.011e-12	MTAG 5e-8	no
0.0356	0.4193	5.77e-11	MTAG 5e-8	no
0.0517	0.4023	2.154e-25	MTAG 5e-8	no
-0.0697	0.07013	2.602e-12	MTAG 5e-8	no
-0.0854	0.04848	4.885e-10	MTAG 5e-8	no
0.0294	0.4899	1.11e-09	MTAG 5e-8	no
-0.0306	0.2954	1.295e-08	MTAG 5e-8	no
0.032	0.4532	7.71e-10	MTAG 5e-8	no
-0.0443	0.4823	9.041e-19	MTAG 5e-8	no
0.0276	0.3685	2.64e-08	MTAG 5e-8	no
-0.0566	0.4929	1.975e-27	MTAG 5e-8	no
0.0681	0.2034	1.932e-09	MTAG 5e-8	no
-0.3404	0.006513	2.959e-09	MTAG 5e-8	no
-0.0312	0.2816	6.7e-09	MTAG 5e-8	no
0.0303	0.3395	1.133e-08	MTAG 5e-8	no
-0.0541	0.2373	6.69e-22	MTAG 5e-8	no
-0.0487	0.1345	1.653e-10	MTAG 5e-8	no
0.0467	0.1406	7.662e-10	MTAG 5e-8	no
-0.0531	0.09757	8.392e-09	MTAG 5e-8	no
0.0375	0.228	7.376e-11	MTAG 5e-8	no
-0.0664	0.1752	8.773e-12	MTAG 5e-8	no
0.0338	0.3262	7.717e-11	MTAG 5e-8	no
0.0512	0.07453	7.078e-09	MTAG 5e-8	no
0.0379	0.2384	2.327e-11	MTAG 5e-8	no
0.0372	0.1876	2.045e-08	MTAG 5e-8	no
-0.0617	0.1533	7.38e-19	MTAG 5e-8	no
-0.0578	0.1771	2.193e-17	MTAG 5e-8	no
-0.0599	0.1522	2.277e-16	MTAG 5e-8	no
0.0422	0.176	1.748e-09	MTAG 5e-8	no
0.0916	0.0745	3.05e-19	MTAG 5e-8	no
-0.0761	0.4931	1.396e-54	MTAG 5e-8	no
-0.0715	0.2328	9.818e-35	MTAG 5e-8	no
0.0669	0.1336	9.388e-17	MTAG 5e-8	no
-0.037	0.2623	1.019e-09	MTAG 5e-8	no
-0.0301	0.2569	3.482e-08	MTAG 5e-8	no
0.0396	0.3699	1.895e-15	MTAG 5e-8	no
-0.0818	0.08989	1.44e-18	MTAG 5e-8	no
0.1183	0.0628	1.007e-30	MTAG 5e-8	no
-0.0445	0.1533	5.991e-12	MTAG 5e-8	no
0.0466	0.2827	1.394e-17	MTAG 5e-8	no
0.0335	0.2505	7.806e-09	MTAG 5e-8	no
-0.0389	0.3568	1.766e-11	MTAG 5e-8	no
-0.0358	0.2446	7.079e-10	MTAG 5e-8	no
0.0772	0.07036	7.291e-15	MTAG 5e-8	no
-0.0336	0.1884	3.29e-08	MTAG 5e-8	no
0.0903	0.1292	3.426e-34	MTAG 5e-8	no
-0.0895	0.07524	2.836e-13	MTAG 5e-8	no
-0.0468	0.39	1.933e-19	MTAG 5e-8	no
-0.0622	0.4796	1.645e-36	MTAG 5e-8	no
-0.0607	0.1538	9.491e-19	MTAG 5e-8	no
-0.0406	0.4121	4.483e-16	MTAG 5e-8	no
-0.0497	0.1229	7.058e-10	MTAG 5e-8	no
-0.0608	0.1991	4.344e-21	MTAG 5e-8	no
0.0403	0.2101	1.828e-10	MTAG 5e-8	no
-0.0574	0.1586	5.353e-17	MTAG 5e-8	no
-0.0607	0.1538	1.155e-18	MTAG 5e-8	no
-0.0558	0.07198	3.735e-10	MTAG 5e-8	no
-0.0532	0.121	9.203e-11	MTAG 5e-8	no
-0.039	0.3546	3.874e-12	MTAG 5e-8	no
-0.0597	0.1665	3.231e-16	MTAG 5e-8	no
0.0551	0.426	1.199e-27	MTAG 5e-8	no
0.0504	0.1376	3.211e-12	MTAG 5e-8	no
-0.0391	0.3112	1.607e-12	MTAG 5e-8	no
0.034	0.3315	4.059e-10	MTAG 5e-8	no
0.039	0.1812	1.096e-08	MTAG 5e-8	no
-0.0739	0.05511	7.899e-12	MTAG 5e-8	no
0.0437	0.2034	1.773e-12	MTAG 5e-8	no
0.0414	0.3621	6.149e-16	MTAG 5e-8	no
-0.062	0.2706	1.049e-29	MTAG 5e-8	no
-0.0437	0.2658	4.876e-15	MTAG 5e-8	no
-0.0801	0.3478	4.793e-38	MTAG 5e-8	no
-0.04	0.1943	3.716e-10	MTAG 5e-8	no
0.079	0.16	6.424e-26	MTAG 5e-8	no
-0.0468	0.3346	1.795e-19	MTAG 5e-8	no
0.0309	0.3716	1.06e-08	MTAG 5e-8	no
-0.0595	0.1135	1.912e-15	MTAG 5e-8	no
-0.0279	0.3533	3.774e-08	MTAG 5e-8	no
-0.0691	0.05039	7.115e-10	MTAG 5e-8	no
0.0383	0.1511	1.612e-08	MTAG 5e-8	no
-0.0305	0.2949	1.065e-08	MTAG 5e-8	no
-0.039	0.4322	4.274e-15	MTAG 5e-8	no
-0.0612	0.1537	3.635e-19	MTAG 5e-8	no
0.0369	0.2247	1.462e-09	MTAG 5e-8	no
0.0702	0.1793	2.546e-10	MTAG 5e-8	no
-0.0319	0.2708	3.811e-09	MTAG 5e-8	no
0.0311	0.4342	3.532e-10	MTAG 5e-8	no
-0.035	0.3127	9.099e-11	MTAG 5e-8	no
0.0947	0.1516	8.082e-43	MTAG 5e-8	no
0.0419	0.4152	5.432e-16	MTAG 5e-8	no
0.04	0.1731	7.247e-11	MTAG 5e-8	no
-0.179	0.3803	6.47e-191	MTAG 5e-8	no
-0.0486	0.4684	4.717e-20	MTAG 5e-8	no
-0.0309	0.3956	6.793e-10	MTAG 5e-8	no
0.0353	0.3876	6.102e-12	MTAG 5e-8	no
0.0377	0.3237	6.192e-12	MTAG 5e-8	no
0.0359	0.3035	4.006e-11	MTAG 5e-8	no
-0.0689	0.1411	2.301e-17	MTAG 5e-8	no
0.162	0.4942	4.32e-169	MTAG 5e-8	no
-0.0486	0.3264	3.742e-19	MTAG 5e-8	no
-0.0349	0.3543	7.925e-12	MTAG 5e-8	no
-0.0604	0.1539	2.055e-18	MTAG 5e-8	no
-0.0564	0.1437	1.434e-14	MTAG 5e-8	no
-0.0801	0.4316	7.044e-51	MTAG 5e-8	no
-0.0567	0.1751	1.295e-20	MTAG 5e-8	no
-0.1421	0.32	1.64e-112	MTAG 5e-8	no
0.0328	0.2053	3.941e-08	MTAG 5e-8	no
-0.055	0.1737	1.937e-17	MTAG 5e-8	no
-0.0448	0.1542	4.57e-12	MTAG 5e-8	no
-0.033	0.4981	4.478e-12	MTAG 5e-8	no
0.0377	0.422	1.854e-14	MTAG 5e-8	no
-0.0355	0.2686	1.344e-10	MTAG 5e-8	no
-0.03	0.445	5.004e-09	MTAG 5e-8	no
0.0467	0.1481	1.141e-12	MTAG 5e-8	no
0.043	0.1428	2.128e-08	MTAG 5e-8	no
0.0303	0.2927	7.531e-09	MTAG 5e-8	no
-0.0457	0.3238	9.171e-10	MTAG 5e-8	no
-0.0442	0.1493	7.032e-10	MTAG 5e-8	no
-0.034	0.2812	1.158e-09	MTAG 5e-8	no
0.0398	0.382	1.266e-15	MTAG 5e-8	no
0.0699	0.05091	3.816e-11	MTAG 5e-8	no
0.0315	0.4887	1.323e-10	MTAG 5e-8	no
0.032	0.3153	3.315e-09	MTAG 5e-8	no
-0.03	0.3111	1.816e-08	MTAG 5e-8	no
0.0342	0.3258	1.838e-10	MTAG 5e-8	no
0.0318	0.4556	9.955e-11	MTAG 5e-8	no
-0.055	0.3577	6.467e-29	MTAG 5e-8	no
-0.0811	0.4044	2.264e-42	MTAG 5e-8	no
-0.0303	0.3419	4.71e-09	MTAG 5e-8	no
0.0714	0.2762	9.511e-34	MTAG 5e-8	no
-0.0529	0.3348	4.719e-23	MTAG 5e-8	no
0.0275	0.4169	4.118e-08	MTAG 5e-8	no
-0.0548	0.07585	4.457e-08	MTAG 5e-8	no
-0.0823	0.4935	2.737e-22	MTAG 5e-8	no
0.0283	0.45	1.149e-08	MTAG 5e-8	no
-0.0685	0.07799	1.021e-11	MTAG 5e-8	no
-0.065	0.4001	4.706e-39	MTAG 5e-8	no
-0.0424	0.4474	8.053e-18	MTAG 5e-8	no
-0.0419	0.235	3.982e-13	MTAG 5e-8	no
0.0402	0.2151	2.49e-11	MTAG 5e-8	no
0.0511	0.4281	4.295e-25	MTAG 5e-8	no
-0.0607	0.1537	8.824e-19	MTAG 5e-8	no
0.0375	0.2136	4.165e-10	MTAG 5e-8	no
0.0676	0.1466	1.379e-12	MTAG 5e-8	no
-0.0367	0.3876	3.338e-13	MTAG 5e-8	no
-0.0526	0.04819	4.504e-08	MTAG 5e-8	no
0.0304	0.4056	2.533e-09	MTAG 5e-8	no
-0.098	0.1862	5.44e-40	MTAG 5e-8	no
-0.0309	0.3439	3.676e-09	MTAG 5e-8	no
-0.0495	0.3485	3.673e-23	MTAG 5e-8	no
-0.0607	0.1537	8.607e-19	MTAG 5e-8	no
0.0688	0.1194	2.115e-09	MTAG 5e-8	no
0.0655	0.07096	1.013e-10	MTAG 5e-8	no
-0.053	0.3004	2.481e-24	MTAG 5e-8	no
0.0328	0.3504	2.161e-09	MTAG 5e-8	no
-0.0506	0.1059	1.569e-11	MTAG 5e-8	no
-0.0441	0.1619	1.976e-11	MTAG 5e-8	no
0.0408	0.3706	6.097e-16	MTAG 5e-8	no
-0.0353	0.3692	4.7e-12	MTAG 5e-8	no
-0.415	0.003535	3.251e-14	MTAG 5e-8	no
-0.1487	0.04624	3.358e-31	MTAG 5e-8	no
-0.0637	0.495	3.11e-11	MTAG 5e-8	no
-0.0423	0.4525	9.917e-18	MTAG 5e-8	no
-0.0525	0.423	1.493e-17	MTAG 5e-8	no
0.0504	0.2697	2.291e-18	MTAG 5e-8	no
-0.0307	0.3492	3.293e-09	MTAG 5e-8	no
-0.0319	0.3814	2.111e-10	MTAG 5e-8	no
0.0313	0.4232	2.208e-10	MTAG 5e-8	no
0.058	0.1903	1.128e-20	MTAG 5e-8	no
-0.0374	0.1831	3.836e-08	MTAG 5e-8	no
0.0444	0.3359	1.271e-17	MTAG 5e-8	no
0.0358	0.2108	9.352e-09	MTAG 5e-8	no
-0.0383	0.2283	5.406e-09	MTAG 5e-8	no
0.0388	0.1669	1.035e-09	MTAG 5e-8	no
0.0409	0.14	3.506e-08	MTAG 5e-8	no
0.1526	0.02427	1.384e-18	MTAG 5e-8	no
-0.0427	0.4761	2.731e-18	MTAG 5e-8	no
0.0515	0.2466	7.282e-20	MTAG 5e-8	no
0.0917	0.05974	7.67e-22	MTAG 5e-8	no
-0.0667	0.3737	1.72e-24	MTAG 5e-8	no
-0.0612	0.1538	3.031e-19	MTAG 5e-8	no
-0.0601	0.3578	2.969e-08	MTAG 5e-8	no
0.0573	0.1243	2.169e-14	MTAG 5e-8	no
-0.1142	0.01956	4.596e-10	MTAG 5e-8	no
0.0311	0.4922	3.974e-10	MTAG 5e-8	no
0.0389	0.3018	1.064e-11	MTAG 5e-8	no
-0.0928	0.04693	1.065e-11	MTAG 5e-8	no
0.0324	0.4189	3.636e-10	MTAG 5e-8	no
-0.0817	0.07139	2.678e-20	MTAG 5e-8	no
0.0429	0.3671	2.214e-11	MTAG 5e-8	no
0.0306	0.2725	2.946e-08	MTAG 5e-8	no
-0.0292	0.4222	6.51e-09	MTAG 5e-8	no
-0.0437	0.192	3.256e-12	MTAG 5e-8	no
-0.0355	0.2132	8.543e-10	MTAG 5e-8	no
-0.0794	0.03064	1.685e-08	MTAG 5e-8	no
-0.0617	0.133	1.19e-18	MTAG 5e-8	no
-0.0425	0.1512	1.935e-09	MTAG 5e-8	no
0.0507	0.1446	4.757e-14	MTAG 5e-8	no
-0.0487	0.1919	2.163e-15	MTAG 5e-8	no
0.0419	0.2336	1.712e-12	MTAG 5e-8	no
0.0348	0.2868	9.494e-11	MTAG 5e-8	no
-0.052	0.1563	7.586e-13	MTAG 5e-8	no
0.0607	0.1537	9.463e-19	MTAG 5e-8	no
-0.0282	0.4599	1.203e-08	MTAG 5e-8	no
-0.0387	0.3332	8.644e-13	MTAG 5e-8	no
0.0576	0.1397	1.866e-17	MTAG 5e-8	no
0.091	0.3141	2.23e-48	MTAG 5e-8	no
-0.0336	0.3329	1.486e-09	MTAG 5e-8	no
0.0737	0.4903	3.63e-52	MTAG 5e-8	no
-0.0393	0.4021	5.381e-15	MTAG 5e-8	no
0.0603	0.3403	1.863e-17	MTAG 5e-8	no
0.0467	0.2316	5.294e-17	MTAG 5e-8	no
-0.0774	0.05666	4.503e-13	MTAG 5e-8	no
-0.0625	0.1461	1.738e-16	MTAG 5e-8	no
0.0328	0.3856	2.113e-10	MTAG 5e-8	no
-0.0322	0.2707	1.988e-09	MTAG 5e-8	no
0.062	0.2104	3.148e-16	MTAG 5e-8	no
-0.0482	0.1926	3.557e-15	MTAG 5e-8	no
0.0436	0.1551	6.152e-11	MTAG 5e-8	no
-0.05	0.1058	3.043e-11	MTAG 5e-8	no
0.0365	0.1717	8.02e-09	MTAG 5e-8	no
-0.0617	0.1513	3.634e-19	MTAG 5e-8	no
-0.0514	0.07608	2.232e-08	MTAG 5e-8	no
0.0432	0.0997	4.513e-08	MTAG 5e-8	no
